sample_id,user_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,pain_rate,pain_feedback,pain_area_count,pain_during_exercise,pain_match_count,contraindication_match_count,risk_flag_count,risk_score,safety_label
SAFE0000308,U000308,EX0294,Advanced,General Fitness,Rehabilitation and Joint Health,Prefer not to say,25,156.0,71.5,29.38,Overweight,3,Upper Lower,Limited Gym,7,0,0,Resistance Training,Intermediate,Intermediate,2,4,1,3.5,4.5,3.0,3.0,5.0,"[""Gluteus Maximus"", ""Hamstrings""]","[""Quadriceps"", ""Erector Spinae"", ""Trapezius"", ""Biceps Brachii""]","[""Dumbbell""]",Total Body Integration,"[""Lower Back"", ""Wrist""]","[""Acute low back pain"", ""Wrist instability""]",2,2,0.0244,,0,,0,0,0,0.0,Safe
SAFE0000309,U000309,EX0180,Intermediate,General Fitness,Mobility and Flexibility,Other,24,162.0,62.8,23.93,Normal,6,Upper Lower,Limited Gym,5,1,1,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000310,U000310,EX0004,Intermediate,Athletic Performance,Strength,Female,52,150.0,57.1,25.38,Overweight,2,Upper Lower,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000311,U000311,EX0003,Beginner,Athletic Performance,Mobility and Flexibility,Other,28,154.0,74.4,31.37,Obese,2,Body Part Split,Commercial Gym,11,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000312,U000312,EX0190,Beginner,Athletic Performance,Muscular Endurance,Female,35,155.0,75.1,31.26,Obese,4,Auto,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,1.5,2.0,"[""Tibialis Anterior""]","[""Extensor Digitorum Longus""]","[""Wall""]",Ankle Dorsiflexion,"[""Ankle""]","[""None""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000313,U000313,EX0277,Intermediate,Mobility and Flexibility,General Fitness,Prefer not to say,33,162.0,57.9,22.06,Normal,3,Chest Back Legs,Home Gym,6,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.5,2.0,2.0,3.0,3.0,"[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Shoulders (Anterior Deltoid)""]","[""Bodyweight""]",Gait,"[""Wrist"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000314,U000314,EX0004,Advanced,Muscle Gain,General Fitness,Prefer not to say,45,151.0,44.9,19.69,Normal,3,Push Pull Legs,Commercial Gym,11,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0556,,0,,0,0,0,0.0,Safe
SAFE0000315,U000315,EX0281,Advanced,Athletic Performance,Mobility and Flexibility,Male,34,164.0,83.4,31.01,Obese,2,Full Body,Commercial Gym,16,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,3.0,3.5,2.5,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Resistance Band""]",Horizontal Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""Shoulder impingement""]",3,1,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000316,U000316,EX0004,Advanced,Muscular Endurance,Fat Loss,Male,20,158.0,59.6,23.87,Normal,5,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000317,U000317,EX0277,Beginner,Rehabilitation and Joint Health,Muscle Gain,Male,34,168.0,54.0,19.13,Normal,4,Chest Back Legs,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.5,2.0,2.0,3.0,3.0,"[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Shoulders (Anterior Deltoid)""]","[""Bodyweight""]",Gait,"[""Wrist"", ""Shoulder""]",[],2,0,0.027,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000318,U000318,EX0180,Intermediate,Fat Loss,Strength,Female,58,169.0,62.0,21.71,Normal,6,Auto,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000319,U000319,EX0004,Beginner,Strength,Rehabilitation and Joint Health,Other,30,168.0,54.1,19.17,Normal,5,Auto,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.05,,0,,0,0,0,0.0,Safe
SAFE0000320,U000320,EX0026,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Prefer not to say,45,171.0,66.0,22.57,Normal,3,Upper Lower,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0263,,0,,0,0,0,0.0,Safe
SAFE0000321,U000321,EX0281,Advanced,Strength,Muscle Gain,Prefer not to say,32,161.0,59.6,22.99,Normal,3,Push Pull Legs,Commercial Gym,20,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,3.0,3.5,2.5,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Resistance Band""]",Horizontal Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""Shoulder impingement""]",3,1,0.0278,,0,,0,0,0,0.0,Safe
SAFE0000322,U000322,EX0004,Advanced,Muscle Gain,Muscular Endurance,Other,42,169.0,65.9,23.07,Normal,3,Chest Back Legs,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0244,,0,,0,0,0,0.0,Safe
SAFE0000323,U000323,EX0046,Beginner,Mobility and Flexibility,Muscle Gain,Other,26,176.0,78.3,25.28,Overweight,3,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,2.0,2.0,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Neck""]","[""Cervical spine issues""]",2,1,0.0256,,0,,0,0,0,0.0,Safe
SAFE0000324,U000324,EX0011,Advanced,Athletic Performance,Muscle Gain,Other,25,181.0,84.6,25.82,Overweight,2,Chest Back Legs,Home Gym,5,0,0,Resistance Training,Intermediate,Intermediate,1,4,1,4.0,4.0,3.0,2.0,6.0,"[""Latissimus Dorsi""]","[""Biceps Brachii"", ""Brachialis"", ""Rhomboids"", ""Posterior Deltoid""]","[""Pull-up Bar""]",Vertical Pull,"[""Shoulder"", ""Elbow"", ""Wrist""]","[""Acute shoulder or elbow pain"", ""Inability to control the hanging position"", ""Painful overhead range""]",3,3,0.0,,0,,0,0,0,0.0,Safe
SAFE0000325,U000325,EX0075,Advanced,Rehabilitation and Joint Health,Strength,Female,36,150.0,47.8,21.24,Normal,6,Auto,Commercial Gym,13,0,0,Bodyweight,Advanced,Advanced,1,1,1,4.0,3.0,4.0,4.0,4.0,"[""Quadriceps (Rectus Femoris)""]","[""None""]","[""Bodyweight""]",Knee Extension,"[""Knee""]","[""Patellar tendinopathy"", ""Meniscus tears"", ""Knee instability""]",1,3,0.0,,0,,0,0,0,0.0,Safe
SAFE0000326,U000326,EX0004,Intermediate,Fat Loss,Muscle Gain,Female,36,157.0,64.7,26.25,Overweight,6,Body Part Split,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.025,,0,,0,0,0,0.0,Safe
SAFE0000327,U000327,EX0004,Intermediate,Fat Loss,Athletic Performance,Male,33,176.0,78.1,25.21,Overweight,2,Upper Lower,Commercial Gym,10,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000328,U000328,EX0026,Beginner,Rehabilitation and Joint Health,Muscular Endurance,Female,32,153.0,59.5,25.42,Overweight,6,Push Pull Legs,Home Gym,2,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,1,0.55,Review
SAFE0000329,U000329,EX0160,Intermediate,Mobility and Flexibility,Muscular Endurance,Male,38,171.0,91.8,31.39,Obese,6,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,1.5,1.5,1.0,3.0,"[""Rectus Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Trunk Flexion,"[""Lower Back""]","[""Lumbar disc herniation""]",1,1,0.0488,,0,,0,0,0,0.0,Safe
SAFE0000330,U000330,EX0003,Advanced,General Fitness,Athletic Performance,Prefer not to say,34,160.0,75.8,29.61,Overweight,2,Auto,Limited Gym,5,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000331,U000331,EX0107,Beginner,Strength,Muscle Gain,Other,18,169.0,64.3,22.51,Normal,4,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,1,1,2.0,2.0,2.0,1.5,3.0,"[""Rectus Abdominis"", ""Obliques""]","[""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Mat""]",Trunk Rotation,"[""Lower Back"", ""Neck""]","[""Lumbar disc herniation"", ""Neck strain""]",2,2,0.0,,0,,0,0,0,0.0,Safe
SAFE0000332,U000332,EX0011,Intermediate,Strength,General Fitness,Male,30,163.0,55.3,20.81,Normal,4,Auto,Home Gym,3,0,0,Resistance Training,Intermediate,Intermediate,1,4,1,4.0,4.0,3.0,2.0,6.0,"[""Latissimus Dorsi""]","[""Biceps Brachii"", ""Brachialis"", ""Rhomboids"", ""Posterior Deltoid""]","[""Pull-up Bar""]",Vertical Pull,"[""Shoulder"", ""Elbow"", ""Wrist""]","[""Acute shoulder or elbow pain"", ""Inability to control the hanging position"", ""Painful overhead range""]",3,3,0.0,,0,,0,0,0,0.0,Safe
SAFE0000333,U000333,EX0004,Intermediate,Muscular Endurance,Muscle Gain,Male,18,181.0,81.6,24.91,Normal,6,Chest Back Legs,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.05,,0,,0,0,0,0.0,Safe
SAFE0000334,U000334,EX0319,Intermediate,Rehabilitation and Joint Health,Muscular Endurance,Male,28,175.0,53.2,17.37,Underweight,6,Push Pull Legs,Commercial Gym,19,0,0,Bodyweight,Beginner,Beginner,2,2,1,1.0,1.0,1.5,3.5,2.0,"[""Lower Trapezius"", ""Serratus Anterior""]","[""Lateral Deltoid"", ""External Rotators""]","[""Wall""]",Scapular Upward Rotation,"[""Shoulder""]",[],1,0,0.0263,,0,,0,0,0,0.0,Safe
SAFE0000335,U000335,EX0004,Beginner,Muscular Endurance,Fat Loss,Prefer not to say,37,156.0,52.2,21.45,Normal,2,Upper Lower,Commercial Gym,11,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0312,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000336,U000336,EX0004,Beginner,Strength,Athletic Performance,Male,22,167.0,78.5,28.15,Overweight,2,Auto,Commercial Gym,11,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000337,U000337,EX0079,Intermediate,Mobility and Flexibility,Rehabilitation and Joint Health,Prefer not to say,24,157.0,76.5,31.04,Obese,4,Auto,Limited Gym,8,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.5,2.0,2.0,1.5,3.0,"[""Gastrocnemius""]","[""Soleus""]","[""Donkey Calf Machine""]",Ankle Plantarflexion,"[""Ankle"", ""Achilles Tendon"", ""Lower Back""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000338,U000338,EX0004,Intermediate,Muscular Endurance,Strength,Female,23,160.0,78.8,30.78,Obese,6,Push Pull Legs,Commercial Gym,14,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0541,,0,,0,0,0,0.0,Safe
SAFE0000339,U000339,EX0180,Advanced,General Fitness,Muscular Endurance,Other,42,152.0,51.4,22.25,Normal,5,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0571,,0,,0,0,0,0.0,Safe
SAFE0000340,U000340,EX0004,Advanced,Athletic Performance,General Fitness,Male,40,176.0,81.6,26.34,Overweight,3,Auto,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.025,,0,,0,0,0,0.0,Safe
SAFE0000341,U000341,EX0172,Advanced,Fat Loss,Muscular Endurance,Other,39,170.0,58.4,20.21,Normal,2,Upper Lower,Home Gym,3,0,0,Bodyweight,Intermediate,Intermediate,3,1,1,3.5,3.5,3.0,3.0,4.0,"[""Quadriceps"", ""Gluteus Maximus"", ""Adductor Magnus""]","[""Hamstrings""]","[""Bodyweight""]",Squat,"[""Knee"", ""Hip""]","[""Groin strain"", ""Knee meniscus issues""]",2,2,0.0,,0,,0,0,0,0.0,Safe
SAFE0000342,U000342,EX0004,Intermediate,Strength,Muscular Endurance,Other,31,166.0,60.0,21.77,Normal,2,Auto,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000343,U000343,EX0026,Intermediate,Mobility and Flexibility,Muscle Gain,Male,22,168.0,72.6,25.72,Overweight,2,Chest Back Legs,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000344,U000344,EX0026,Intermediate,General Fitness,Fat Loss,Female,36,157.0,58.3,23.65,Normal,3,Upper Lower,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0256,,0,,0,0,0,0.0,Safe
SAFE0000345,U000345,EX0194,Intermediate,Fat Loss,Mobility and Flexibility,Male,18,166.0,75.2,27.29,Overweight,4,Auto,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,3,4,1,4.5,3.0,1.0,3.0,8.0,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]","[""Triceps Brachii"", ""Anterior Deltoid"", ""Hamstrings"", ""Calves""]","[""Bodyweight""]",Total Body Integration,"[""Wrist"", ""Knee"", ""Lower Back""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000346,U000346,EX0095,Intermediate,Muscular Endurance,Muscle Gain,Male,24,170.0,68.2,23.6,Normal,4,Push Pull Legs,Limited Gym,7,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,4.0,4.5,3.5,3.5,5.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Barbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement"", ""Lumbar spine instability""]",3,2,0.0857,,0,,0,0,1,0.25,Monitor
SAFE0000347,U000347,EX0004,Intermediate,Muscular Endurance,Fat Loss,Prefer not to say,23,166.0,51.6,18.73,Normal,2,Body Part Split,Limited Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000348,U000348,EX0194,Intermediate,Muscular Endurance,Mobility and Flexibility,Male,29,167.0,52.1,18.68,Normal,5,Push Pull Legs,Home Gym,2,1,1,Bodyweight,Beginner,Beginner,3,4,1,4.5,3.0,1.0,3.0,8.0,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]","[""Triceps Brachii"", ""Anterior Deltoid"", ""Hamstrings"", ""Calves""]","[""Bodyweight""]",Total Body Integration,"[""Wrist"", ""Knee"", ""Lower Back""]",[],3,0,0.0526,,0,,0,0,1,0.25,Monitor
SAFE0000349,U000349,EX0227,Beginner,Fat Loss,Rehabilitation and Joint Health,Male,18,172.0,72.7,24.57,Normal,5,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000350,U000350,EX0004,Intermediate,General Fitness,Muscular Endurance,Prefer not to say,36,165.0,50.4,18.51,Normal,5,Chest Back Legs,Limited Gym,8,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0488,,0,,0,0,0,0.0,Safe
SAFE0000351,U000351,EX0026,Beginner,Mobility and Flexibility,Athletic Performance,Other,36,158.0,45.7,18.31,Underweight,6,Auto,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000352,U000352,EX0004,Advanced,Athletic Performance,Fat Loss,Prefer not to say,27,155.0,69.2,28.8,Overweight,4,Body Part Split,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,,0,,0,0,0,0.0,Safe
SAFE0000353,U000353,EX0160,Beginner,Mobility and Flexibility,Rehabilitation and Joint Health,Female,25,157.0,61.4,24.91,Normal,2,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,1.5,1.5,1.0,3.0,"[""Rectus Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Trunk Flexion,"[""Lower Back""]","[""Lumbar disc herniation""]",1,1,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000354,U000354,EX0004,Beginner,Athletic Performance,Muscular Endurance,Male,46,163.0,83.4,31.39,Obese,6,Auto,Commercial Gym,11,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.05,,0,,0,0,0,0.0,Safe
SAFE0000355,U000355,EX0179,Beginner,Athletic Performance,Rehabilitation and Joint Health,Male,19,175.0,69.8,22.79,Normal,2,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,2,1,2.5,1.5,1.5,1.5,2.5,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Core Anti-Extension,"[""Lower Back""]","[""None""]",1,1,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000356,U000356,EX0180,Beginner,General Fitness,Fat Loss,Prefer not to say,32,155.0,69.1,28.76,Overweight,2,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000357,U000357,EX0004,Advanced,Athletic Performance,Strength,Male,28,178.0,57.6,18.18,Underweight,2,Upper Lower,Commercial Gym,11,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000358,U000358,EX0277,Beginner,Strength,Athletic Performance,Male,25,157.0,63.3,25.68,Overweight,4,Push Pull Legs,Home Gym,6,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.5,2.0,2.0,3.0,3.0,"[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Shoulders (Anterior Deltoid)""]","[""Bodyweight""]",Gait,"[""Wrist"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000359,U000359,EX0197,Intermediate,General Fitness,Rehabilitation and Joint Health,Male,22,174.0,78.6,25.96,Overweight,6,Push Pull Legs,Commercial Gym,13,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,1.5,1.5,1.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major""]","[""Anterior Deltoid""]","[""Assisted Dip Machine""]",Vertical Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""AC joint pain""]",3,1,0.027,,0,,0,0,0,0.0,Safe
SAFE0000360,U000360,EX0004,Advanced,Muscular Endurance,Strength,Male,59,182.0,65.7,19.83,Normal,4,Push Pull Legs,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0286,,0,,0,0,0,0.0,Safe
SAFE0000361,U000361,EX0004,Advanced,Fat Loss,Rehabilitation and Joint Health,Other,26,159.0,67.6,26.74,Overweight,4,Body Part Split,Commercial Gym,19,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.025,Mild Discomfort,1,,0,0,0,0.0,Safe
