feedback_id,user_id,plan_id,history_session_id,history_item_id,plan_item_id,exercise_id,feedback_scope,feedback_type,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,pain_areas,duration_feedback,exercise_preference,progression_preference,requested_action,feedback_text,feedback_reason_tags,source_context,feedback_status,record_source,is_synthetic,created_at,updated_at
FB00006814,U000455,PLAN000955,WHS00017545,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-23T18:00:00,2026-08-12T08:36:22
FB00006815,U000454,PLAN000954,WHS00017536,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-22T18:00:00,2026-08-12T08:36:22
FB00006816,U000454,PLAN000954,WHS00017528,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00006817,U000453,PLAN000953,WHS00017517,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-07T18:00:00,2026-08-12T08:36:22
FB00006818,U000453,PLAN000953,WHS00017509,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Too Long,Not Applicable,Maintain,Reduce Session Duration,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-07T18:00:00,2026-08-12T08:36:22
FB00006819,U000452,PLAN000952,WHS00017502,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-08T18:00:00,2026-08-12T08:36:22
FB00006820,U000452,PLAN000952,WHS00017501,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong buổi tập này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-03T18:00:00,2026-08-12T08:36:22
FB00006821,U000452,PLAN000952,WHS00017500,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-02T18:00:00,2026-08-12T08:36:22
FB00006822,U000452,PLAN000952,WHS00017499,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-03-01T18:00:00,2026-08-12T08:36:22
FB00006823,U000452,PLAN000952,WHS00017497,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-23T18:00:00,2026-08-12T08:36:22
FB00006824,U000452,PLAN000952,WHS00017496,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-22T18:00:00,2026-08-12T08:36:22
FB00006825,U000452,PLAN000952,WHS00017495,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-17T18:00:00,2026-08-12T08:36:22
FB00006826,U000452,PLAN000952,WHS00017494,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-16T18:00:00,2026-08-12T08:36:22
FB00006827,U000452,PLAN000952,WHS00017493,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-15T18:00:00,2026-08-12T08:36:22
FB00006828,U000452,PLAN000952,WHS00017492,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-10T18:00:00,2026-08-12T08:36:22
FB00006829,U000452,PLAN000952,WHS00017491,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-09T18:00:00,2026-08-12T08:36:22
FB00006830,U000452,PLAN000952,WHS00017489,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau vài set đầu.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-03T18:00:00,2026-08-12T08:36:22
FB00006831,U000452,PLAN000952,WHS00017488,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-02T18:00:00,2026-08-12T08:36:22
FB00006832,U000452,PLAN000952,WHS00017487,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-01T18:00:00,2026-08-12T08:36:22
FB00006833,U000452,PLAN000952,WHS00017486,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-27T18:00:00,2026-08-12T08:36:22
FB00006834,U000452,PLAN000952,WHS00017485,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-26T18:00:00,2026-08-12T08:36:22
FB00006835,U000452,PLAN000952,WHS00017484,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-25T18:00:00,2026-08-12T08:36:22
FB00006836,U000452,PLAN000952,WHS00017483,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-20T18:00:00,2026-08-12T08:36:22
FB00006837,U000452,PLAN000952,WHS00017482,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-19T18:00:00,2026-08-12T08:36:22
FB00006838,U000452,PLAN000952,WHS00017481,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-18T18:00:00,2026-08-12T08:36:22
FB00006839,U000451,PLAN000951,WHS00017480,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-05T18:00:00,2026-08-12T08:36:22
FB00006840,U000451,PLAN000951,WHS00017479,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi so với khả năng hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-04T18:00:00,2026-08-12T08:36:22
FB00006841,U000451,PLAN000951,WHS00017478,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-03T18:00:00,2026-08-12T08:36:22
FB00006842,U000451,PLAN000951,WHS00017477,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-02T18:00:00,2026-08-12T08:36:22
FB00006843,U000451,PLAN000951,WHS00017476,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-31T18:00:00,2026-08-12T08:36:22
FB00006844,U000451,PLAN000951,WHS00017475,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-30T18:00:00,2026-08-12T08:36:22
FB00006845,U000451,PLAN000951,WHS00017474,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-29T18:00:00,2026-08-12T08:36:22
FB00006846,U000451,PLAN000951,WHS00017473,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-28T18:00:00,2026-08-12T08:36:22
FB00006847,U000451,PLAN000951,WHS00017471,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-26T18:00:00,2026-08-12T08:36:22
FB00006848,U000451,PLAN000951,WHS00017470,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-24T18:00:00,2026-08-12T08:36:22
FB00006849,U000451,PLAN000951,WHS00017469,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-23T18:00:00,2026-08-12T08:36:22
FB00006850,U000451,PLAN000951,WHS00017468,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi xét cảm giác phục hồi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-22T18:00:00,2026-08-12T08:36:22
FB00006851,U000451,PLAN000951,WHS00017467,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-21T18:00:00,2026-08-12T08:36:22
FB00006852,U000451,PLAN000951,WHS00017466,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-20T18:00:00,2026-08-12T08:36:22
FB00006853,U000451,PLAN000951,WHS00017465,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-19T18:00:00,2026-08-12T08:36:22
FB00006854,U000449,PLAN000949,WHS00017446,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-26T18:00:00,2026-08-12T08:36:22
FB00006855,U000449,PLAN000949,WHS00017438,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00006856,U000449,PLAN000949,WHS00017430,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-21T18:00:00,2026-08-12T08:36:22
FB00006857,U000446,PLAN000946,WHS00017375,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-24T18:00:00,2026-08-12T08:36:22
FB00006858,U000445,PLAN000945,WHS00017359,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, ở phần cuối buổi.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-25T18:00:00,2026-08-12T08:36:22
FB00006859,U000444,PLAN000944,WHS00017351,,,,Session,Rating,3,Neutral,Not Applicable,3,Moderate,No Pain,[],Appropriate,Not Applicable,Maintain,Keep,"Buổi tập hôm nay ở mức ổn, có vài đoạn hơi đuối nhưng chưa cần thay đổi lớn. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Monitor""]",after_session,Active,Synthetic,True,2026-01-19T18:00:00,2026-08-12T08:36:22
