plan_id,user_id,username_snapshot,primary_goal_snapshot,secondary_goal_snapshot,training_level_snapshot,plan_name,plan_type,plan_start_date,plan_end_date,duration_weeks,days_per_week,split_type,session_duration_target_min,progression_strategy,weekly_set_target,session_volume_target,deload_strategy,plan_status,generation_source,generator_version,plan_version,exercise_item_count,rationale,safety_notes,created_at,updated_at
PLAN000570,U000070,user070,General Fitness,Strength,Advanced,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Auto,75,Double Progression,28,14,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,14,"Alternative sequencing for U000070, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000571,U000071,user071,Muscle Gain,General Fitness,Beginner,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,75,RPE-Based,6,3,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,2,"Alternative sequencing for U000071, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000572,U000072,user072,Fat Loss,General Fitness,Intermediate,8-Week Fat Loss - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Auto,75,Linear Progression,12,2,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,6,"Alternative sequencing for U000072, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000573,U000073,user073,Strength,General Fitness,Advanced,8-Week Strength - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,75,Auto,35,11.67,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,13,"Alternative sequencing for U000073, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000574,U000074,user074,Fat Loss,Strength,Intermediate,8-Week Fat Loss - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Auto,60,Auto,8,2,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,4,"Alternative sequencing for U000074, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000575,U000075,user075,Athletic Performance,Muscle Gain,Intermediate,8-Week Athletic Performance - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,75,Linear Progression,21,10.5,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,7,"Alternative sequencing for U000075, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000576,U000076,user076,Athletic Performance,Muscle Gain,Advanced,8-Week Athletic Performance - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Body Part Split,75,RPE-Based,39,9.75,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,14,"Alternative sequencing for U000076, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000577,U000077,user077,Athletic Performance,Muscle Gain,Intermediate,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,75,Double Progression,39,19.5,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,14,"Alternative sequencing for U000077, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000578,U000078,user078,Muscle Gain,Fat Loss,Advanced,8-Week Muscle Gain - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Body Part Split,75,Double Progression,81,13.5,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,28,"Alternative sequencing for U000078, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000579,U000079,user079,Athletic Performance,Strength,Advanced,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Push Pull Legs,75,RPE-Based,27,9,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000079, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000580,U000080,user080,Strength,Mobility and Flexibility,Advanced,8-Week Strength - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Auto,60,RPE-Based,51,17,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,18,"Alternative sequencing for U000080, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000581,U000081,user081,Muscle Gain,Athletic Performance,Advanced,8-Week Muscle Gain - Upper Lower - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Upper Lower,75,Auto,126,21,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,42,"Alternative sequencing for U000081, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000582,U000082,user082,Muscle Gain,Athletic Performance,Intermediate,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Upper Lower,60,Double Progression,78,13,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,30,"Alternative sequencing for U000082, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000583,U000083,user083,Strength,Fat Loss,Advanced,8-Week Strength - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,45,Double Progression,21,7,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,9,"Alternative sequencing for U000083, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000584,U000084,user084,Fat Loss,Athletic Performance,Advanced,8-Week Fat Loss - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Upper Lower,60,Double Progression,60,12,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,30,"Alternative sequencing for U000084, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000585,U000085,user085,Rehabilitation and Joint Health,Muscle Gain,Advanced,8-Week Rehabilitation and Joint Health - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,90,RPE-Based,10,3.33,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,5,"Alternative sequencing for U000085, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000586,U000086,user086,Strength,Muscle Gain,Intermediate,8-Week Strength - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Auto,90,Double Progression,66,11,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,30,"Alternative sequencing for U000086, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000587,U000087,user087,Athletic Performance,Mobility and Flexibility,Advanced,8-Week Athletic Performance - Upper Lower - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,60,RPE-Based,66,16.5,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,24,"Alternative sequencing for U000087, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000588,U000088,user088,Muscle Gain,Muscular Endurance,Advanced,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,75,Linear Progression,42,21,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,14,"Alternative sequencing for U000088, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000589,U000089,user089,Muscular Endurance,Fat Loss,Advanced,8-Week Muscular Endurance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Auto,60,Double Progression,36,12,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,18,"Alternative sequencing for U000089, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000590,U000090,user090,Mobility and Flexibility,Athletic Performance,Intermediate,8-Week Mobility and Flexibility - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,75,Auto,12,6,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,6,"Alternative sequencing for U000090, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000591,U000091,user091,Muscular Endurance,Athletic Performance,Intermediate,8-Week Muscular Endurance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,60,Double Progression,48,12,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,24,"Alternative sequencing for U000091, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000592,U000092,user092,General Fitness,Fat Loss,Advanced,8-Week General Fitness - Full Body - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Full Body,75,RPE-Based,48,16,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,24,"Alternative sequencing for U000092, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000593,U000093,user093,Fat Loss,Athletic Performance,Beginner,8-Week Fat Loss - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,75,Linear Progression,24,6,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000093, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000594,U000094,user094,General Fitness,Rehabilitation and Joint Health,Beginner,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Auto,75,RPE-Based,36,6,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,18,"Alternative sequencing for U000094, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000595,U000095,user095,Muscle Gain,Strength,Advanced,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Chest Back Legs,90,Auto,111,18.5,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,48,"Alternative sequencing for U000095, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000596,U000096,user096,Strength,Muscular Endurance,Advanced,8-Week Strength - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Body Part Split,90,RPE-Based,98,16.33,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,38,"Alternative sequencing for U000096, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000597,U000097,user097,General Fitness,Rehabilitation and Joint Health,Intermediate,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Auto,60,RPE-Based,24,6,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000097, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000598,U000098,user098,Strength,Athletic Performance,Advanced,8-Week Strength - Upper Lower - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,45,RPE-Based,49,12.25,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,20,"Alternative sequencing for U000098, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
